dates,confirmed,state,recovered,tested,other,deceased,vaccinated1,vaccinated2
2020-10-18,765586.0,KA,645825.0,6667777.0,19.0,10478.0,,
2020-10-19,770604.0,KA,653829.0,6746358.0,19.0,10542.0,,
2020-10-20,776901.0,KA,662329.0,6844594.0,19.0,10608.0,,
2020-10-21,782773.0,KA,671618.0,6952835.0,19.0,10696.0,,
2020-10-22,788551.0,KA,684835.0,7060189.0,19.0,10770.0,,
2020-10-23,793907.0,KA,693584.0,7168545.0,19.0,10821.0,,
2020-10-24,798378.0,KA,700737.0,7281090.0,19.0,10873.0,,
2020-10-25,802817.0,KA,710843.0,7381601.0,19.0,10905.0,,
2020-10-26,805947.0,KA,719558.0,7447493.0,19.0,10947.0,,
2020-10-27,809638.0,KA,727298.0,7514194.0,19.0,10991.0,,
2020-10-28,812784.0,KA,733558.0,7600348.0,19.0,11046.0,,
2020-10-29,816809.0,KA,741219.0,7701031.0,19.0,11091.0,,
2020-10-30,820398.0,KA,749740.0,7804312.0,19.0,11140.0,,
2020-10-31,823412.0,KA,757208.0,7905868.0,19.0,11168.0,,
2020-11-01,827064.0,KA,765261.0,8012641.0,19.0,11192.0,,
2020-11-02,829640.0,KA,773595.0,8091137.0,19.0,11221.0,,
2020-11-03,832396.0,KA,780735.0,8185676.0,19.0,11247.0,,
2020-11-04,835773.0,KA,788780.0,8288179.0,19.0,11281.0,,
2020-11-05,838929.0,KA,794503.0,8404516.0,19.0,11312.0,,
2020-11-06,841889.0,KA,797204.0,8514653.0,19.0,11347.0,,
2020-11-07,844147.0,KA,799439.0,8620970.0,19.0,11369.0,,
2020-11-08,846887.0,KA,801799.0,8738226.0,19.0,11391.0,,
2020-11-09,848850.0,KA,804485.0,8823191.0,19.0,11410.0,,
2020-11-10,851212.0,KA,808700.0,8932699.0,19.0,11430.0,,
2020-11-11,853796.0,KA,811581.0,9043217.0,19.0,11453.0,,
2020-11-12,855912.0,KA,814949.0,9158603.0,19.0,11474.0,,
2020-11-13,857928.0,KA,818392.0,9276602.0,19.0,11491.0,,
2020-11-14,860082.0,KA,820590.0,9392474.0,19.0,11508.0,,
2020-11-15,861647.0,KA,822953.0,9492080.0,19.0,11529.0,,
2020-11-16,862804.0,KA,825141.0,9568625.0,19.0,11541.0,,
2020-11-17,864140.0,KA,827241.0,9644009.0,19.0,11557.0,,
2020-11-18,865931.0,KA,829188.0,9741051.0,19.0,11578.0,,
2020-11-19,867780.0,KA,830988.0,9859525.0,19.0,11604.0,,
2020-11-20,869561.0,KA,833169.0,9981137.0,19.0,11621.0,,
2020-11-21,871342.0,KA,834968.0,10106474.0,19.0,11641.0,,
2020-11-22,873046.0,KA,836505.0,10233378.0,19.0,11654.0,,
2020-11-23,874555.0,KA,838150.0,10329473.0,19.0,11678.0,,
2020-11-24,876425.0,KA,840099.0,10447705.0,19.0,11695.0,,
2020-11-25,878055.0,KA,841432.0,10570159.0,19.0,11714.0,,
2020-11-26,879560.0,KA,842499.0,10690557.0,19.0,11726.0,,
2020-11-27,881086.0,KA,843950.0,10804148.0,19.0,11738.0,,
2020-11-28,882608.0,KA,846082.0,10914872.0,19.0,11750.0,,
2020-11-29,883899.0,KA,847612.0,11020300.0,19.0,11765.0,,
2020-11-30,884897.0,KA,849821.0,11101633.0,19.0,11778.0,,
2020-12-01,886227.0,KA,850707.0,11197240.0,19.0,11792.0,,
2020-12-02,887667.0,KA,851690.0,11303158.0,19.0,11808.0,,
2020-12-03,889113.0,KA,852584.0,11411843.0,19.0,11821.0,,
2020-12-04,890360.0,KA,853461.0,11509892.0,19.0,11834.0,,
2020-12-05,891685.0,KA,854861.0,11613924.0,19.0,11846.0,,
2020-12-06,893006.0,KA,855750.0,11713244.0,19.0,11856.0,,
2020-12-07,894004.0,KA,857351.0,11789715.0,19.0,11867.0,,
2020-12-08,895284.0,KA,858370.0,11878413.0,19.0,11880.0,,
2020-12-09,896563.0,KA,861588.0,11979471.0,19.0,11900.0,,
2020-12-10,897801.0,KA,866664.0,12063741.0,19.0,11912.0,,
2020-12-11,899011.0,KA,868471.0,12164587.0,19.0,11928.0,,
2020-12-12,900214.0,KA,870002.0,12266816.0,19.0,11939.0,,
2020-12-13,901410.0,KA,872038.0,12355358.0,19.0,11944.0,,
2020-12-14,902240.0,KA,874202.0,12420213.0,19.0,11954.0,,
2020-12-15,903425.0,KA,875796.0,12509743.0,19.0,11965.0,,
2020-12-16,904665.0,KA,877199.0,12611493.0,19.0,11971.0,,
2020-12-17,905901.0,KA,878696.0,12717849.0,19.0,11981.0,,
2020-12-18,907123.0,KA,879735.0,12822390.0,19.0,11989.0,,
2020-12-19,908275.0,KA,881882.0,12937540.0,19.0,12004.0,,
2020-12-20,909469.0,KA,882944.0,13047768.0,19.0,12009.0,,
2020-12-21,910241.0,KA,884205.0,13121419.0,19.0,12016.0,,
2020-12-22,911382.0,KA,885341.0,13217127.0,19.0,12029.0,,
2020-12-23,912340.0,KA,886547.0,13317070.0,19.0,12038.0,,
2020-12-24,913483.0,KA,887815.0,13415794.0,19.0,12039.0,,
2020-12-25,914488.0,KA,888917.0,13514362.0,19.0,12044.0,,
2020-12-26,915345.0,KA,889881.0,13609914.0,19.0,12051.0,,
2020-12-27,916256.0,KA,891095.0,13704709.0,19.0,12062.0,,
2020-12-28,916909.0,KA,892273.0,13772451.0,19.0,12070.0,,
2020-12-29,917571.0,KA,893617.0,13858850.0,19.0,12074.0,,
2020-12-30,918544.0,KA,894834.0,13962707.0,19.0,12081.0,,
2020-12-31,919496.0,KA,896116.0,14078158.0,19.0,12090.0,,
2021-01-01,920373.0,KA,897200.0,14196065.0,19.0,12096.0,,
2021-01-02,921128.0,KA,898176.0,14310188.0,19.0,12099.0,,
2021-01-03,921938.0,KA,898919.0,14432085.0,19.0,12107.0,,
2021-01-04,922538.0,KA,900202.0,14531251.0,19.0,12110.0,,
2021-01-05,923353.0,KA,901579.0,14654318.0,19.0,12118.0,,
2021-01-06,924137.0,KA,902817.0,14788491.0,19.0,12124.0,,
2021-01-07,924898.0,KA,903629.0,14918254.0,19.0,12131.0,,
2021-01-08,925868.0,KA,904286.0,15050771.0,19.0,12134.0,,
2021-01-09,926767.0,KA,905158.0,15175037.0,19.0,12138.0,,
2021-01-10,927559.0,KA,905751.0,15288243.0,19.0,12140.0,,
2021-01-11,928055.0,KA,906548.0,15375146.0,19.0,12144.0,,
2021-01-12,928806.0,KA,907729.0,15485359.0,19.0,12149.0,,
2021-01-13,929552.0,KA,908494.0,15598874.0,19.0,12152.0,,
2021-01-14,929960.0,KA,909058.0,15705129.0,19.0,12155.0,,
2021-01-15,930668.0,KA,909701.0,15789978.0,19.0,12158.0,,
2021-01-16,931252.0,KA,910377.0,15884994.0,19.0,12162.0,13594.0,
2021-01-17,931997.0,KA,911232.0,15983473.0,19.0,12166.0,13594.0,
2021-01-18,932432.0,KA,912205.0,16052738.0,19.0,12175.0,66392.0,
2021-01-19,933077.0,KA,913012.0,16133663.0,19.0,12181.0,80686.0,
2021-01-20,933578.0,KA,913677.0,16217753.0,19.0,12185.0,121466.0,
2021-01-21,934252.0,KA,914492.0,16306608.0,19.0,12187.0,138807.0,
2021-01-22,934576.0,KA,915382.0,16399189.0,19.0,12190.0,184699.0,
2021-01-23,935478.0,KA,915924.0,16485599.0,19.0,12193.0,188971.0,
2021-01-24,936051.0,KA,916325.0,16566713.0,19.0,12197.0,191449.0,
2021-01-25,936426.0,KA,917361.0,16626140.0,19.0,12200.0,231172.0,
2021-01-26,936955.0,KA,918099.0,16691703.0,19.0,12204.0,231607.0,
2021-01-27,937383.0,KA,918859.0,16750398.0,19.0,12207.0,267811.0,
2021-01-28,937933.0,KA,919503.0,16816459.0,19.0,12209.0,286089.0,
2021-01-29,938401.0,KA,920110.0,16884991.0,19.0,12211.0,307891.0,
2021-01-30,938865.0,KA,920657.0,16958479.0,19.0,12213.0,315370.0,
2021-01-31,939387.0,KA,921122.0,17033930.0,19.0,12217.0,315370.0,
2021-02-01,939775.0,KA,921592.0,17087246.0,19.0,12220.0,316228.0,
2021-02-02,940170.0,KA,922004.0,17147397.0,19.0,12223.0,316368.0,
2021-02-03,940596.0,KA,922437.0,17218163.0,19.0,12225.0,316638.0,
2021-02-04,941070.0,KA,922907.0,17294005.0,19.0,12227.0,330112.0,
2021-02-05,941500.0,KA,923377.0,17368124.0,19.0,12230.0,360592.0,
2021-02-06,942031.0,KA,923811.0,17442715.0,19.0,12233.0,386186.0,
2021-02-07,942518.0,KA,924304.0,17516945.0,19.0,12236.0,388769.0,
2021-02-08,942846.0,KA,924654.0,17565234.0,19.0,12239.0,415403.0,
2021-02-09,943212.0,KA,925167.0,17625719.0,19.0,12241.0,441692.0,
2021-02-10,943627.0,KA,925489.0,17691918.0,19.0,12244.0,464485.0,
2021-02-11,944057.0,KA,925829.0,17760112.0,19.0,12251.0,477005.0,
2021-02-12,944437.0,KA,926234.0,17829105.0,19.0,12259.0,491552.0,
2021-02-13,944856.0,KA,926664.0,17895155.0,19.0,12263.0,496159.0,
2021-02-14,945270.0,KA,927150.0,17956031.0,19.0,12265.0,496234.0,
2021-02-15,945638.0,KA,927580.0,17998276.0,19.0,12267.0,500491.0,11985.0
2021-02-16,946076.0,KA,927924.0,18045304.0,19.0,12273.0,505157.0,28901.0
2021-02-17,946454.0,KA,928461.0,18099928.0,19.0,12276.0,510696.0,54397.0
2021-02-18,946860.0,KA,928767.0,18159563.0,19.0,12282.0,519158.0,63533.0
2021-02-19,947246.0,KA,929058.0,18221003.0,19.0,12287.0,529968.0,99452.0
2021-02-20,947736.0,KA,929447.0,18279393.0,19.0,12292.0,540868.0,113430.0
2021-02-21,948149.0,KA,929800.0,18334627.0,19.0,12294.0,541332.0,114043.0
2021-02-22,948466.0,KA,930087.0,18380495.0,19.0,12299.0,553888.0,140076.0
2021-02-23,948849.0,KA,930465.0,18431322.0,19.0,12303.0,569416.0,157944.0
2021-02-24,949183.0,KA,930778.0,18494364.0,19.0,12309.0,586545.0,179124.0
2021-02-25,949636.0,KA,931725.0,18562530.0,19.0,12316.0,596274.0,192934.0
2021-02-26,950207.0,KA,932367.0,18639329.0,19.0,12320.0,604954.0,213768.0
2021-02-27,950730.0,KA,932747.0,18712761.0,19.0,12326.0,604954.0,213768.0
2021-02-28,951251.0,KA,933097.0,18796775.0,19.0,12331.0,604954.0,213768.0
2021-03-01,951600.0,KA,933421.0,18856902.0,19.0,12336.0,608840.0,214820.0
2021-03-02,952037.0,KA,933730.0,18921149.0,19.0,12343.0,619620.0,216730.0
2021-03-03,952565.0,KA,934143.0,18989488.0,19.0,12346.0,637890.0,219212.0
2021-03-04,953136.0,KA,934639.0,19068106.0,19.0,12350.0,656627.0,222409.0
2021-03-05,953813.0,KA,935066.0,19146913.0,19.0,12354.0,681345.0,228257.0
2021-03-06,954393.0,KA,935421.0,19229142.0,19.0,12359.0,703891.0,235607.0
2021-03-07,955015.0,KA,935772.0,19305102.0,19.0,12362.0,704249.0,235677.0
2021-03-08,955451.0,KA,936250.0,19361547.0,19.0,12367.0,760524.0,252671.0
2021-03-09,956041.0,KA,936616.0,19427973.0,19.0,12373.0,806664.0,264374.0
2021-03-10,956801.0,KA,936947.0,19498106.0,19.0,12379.0,882327.0,281517.0
2021-03-11,957584.0,KA,937353.0,19571207.0,19.0,12381.0,899482.0,284476.0
2021-03-12,958417.0,KA,937898.0,19644839.0,19.0,12386.0,999834.0,300328.0
2021-03-13,959338.0,KA,938890.0,19717489.0,19.0,12387.0,1051003.0,306059.0
2021-03-14,960272.0,KA,939499.0,19790597.0,19.0,12390.0,1066365.0,306859.0
2021-03-15,961204.0,KA,939928.0,19852955.0,19.0,12397.0,1239819.0,319712.0
2021-03-16,962339.0,KA,940489.0,19921424.0,19.0,12403.0,1347078.0,329222.0
2021-03-17,963614.0,KA,940968.0,20008072.0,19.0,12407.0,1585066.0,342180.0
2021-03-18,965102.0,KA,941309.0,20101442.0,19.0,12415.0,1676985.0,349242.0
2021-03-19,966689.0,KA,942178.0,20193326.0,19.0,12425.0,1923165.0,361034.0
2021-03-20,968487.0,KA,943208.0,20287369.0,19.0,12432.0,2109425.0,371724.0
2021-03-21,970202.0,KA,944256.0,20389209.0,19.0,12434.0,2129706.0,372403.0
2021-03-22,971647.0,KA,944917.0,20467387.0,19.0,12444.0,2347603.0,382853.0
2021-03-23,973657.0,KA,945594.0,20566120.0,19.0,12449.0,2456114.0,390230.0
2021-03-24,975955.0,KA,946589.0,20674133.0,19.0,12461.0,2631127.0,398417.0
2021-03-25,978478.0,KA,947781.0,20782529.0,19.0,12471.0,2721173.0,402779.0
2021-03-26,981044.0,KA,948988.0,20894800.0,19.0,12484.0,2875521.0,410308.0
2021-03-27,983930.0,KA,950167.0,21002216.0,19.0,12492.0,2985601.0,415016.0
2021-03-28,987012.0,KA,951452.0,21108544.0,19.0,12504.0,3000838.0,415341.0
2021-03-29,989804.0,KA,953416.0,21195741.0,19.0,12520.0,3130801.0,421237.0
2021-03-30,992779.0,KA,954678.0,21302658.0,19.0,12541.0,3242113.0,427360.0
2021-03-31,997004.0,KA,956170.0,21411226.0,19.0,12567.0,3374768.0,436239.0
2021-04-01,1001238.0,KA,957769.0,21526958.0,19.0,12585.0,3505736.0,441200.0
2021-04-02,1006229.0,KA,959400.0,21645891.0,19.0,12591.0,3823255.0,474839.0
2021-04-03,1010602.0,KA,961359.0,21769721.0,19.0,12610.0,4007374.0,481282.0
2021-04-04,1015155.0,KA,963419.0,21889602.0,19.0,12625.0,4123367.0,484817.0
2021-04-05,1020434.0,KA,965275.0,21987431.0,19.0,12657.0,4330730.0,493047.0
2021-04-06,1026584.0,KA,968762.0,22089452.0,19.0,12696.0,4496243.0,501678.0
2021-04-07,1033560.0,KA,971556.0,22214842.0,19.0,12731.0,4717382.0,513260.0
2021-04-08,1040130.0,KA,973949.0,22323599.0,19.0,12767.0,4936828.0,526946.0
2021-04-09,1048085.0,KA,977169.0,22458762.0,19.0,12813.0,5242211.0,546969.0
2021-04-10,1055040.0,KA,980519.0,22557552.0,19.0,12849.0,5502677.0,564422.0
2021-04-11,1065290.0,KA,983157.0,22690258.0,19.0,12889.0,5636466.0,572558.0
2021-04-12,1074869.0,KA,985924.0,22806423.0,19.0,12941.0,5814171.0,593154.0
2021-04-13,1083647.0,KA,992003.0,22928322.0,19.0,13008.0,5848203.0,598274.0
2021-04-14,1094912.0,KA,996367.0,23041564.0,19.0,13046.0,5935232.0,615192.0
2021-04-15,1109650.0,KA,999958.0,23170964.0,19.0,13112.0,6061565.0,643466.0
2021-04-16,1124509.0,KA,1003985.0,23304701.0,19.0,13190.0,6226678.0,683721.0
2021-04-17,1141998.0,KA,1009549.0,23448009.0,19.0,13270.0,6449748.0,742880.0
2021-04-18,1161065.0,KA,1014152.0,23593654.0,19.0,13351.0,6532579.0,764192.0
2021-04-19,1176850.0,KA,1021250.0,23716866.0,19.0,13497.0,6711272.0,832053.0
2021-04-20,1198644.0,KA,1025821.0,23864354.0,19.0,13646.0,6871674.0,897320.0
2021-04-21,1222202.0,KA,1032233.0,24016635.0,19.0,13762.0,7005121.0,953124.0
2021-04-22,1247997.0,KA,1037857.0,24179169.0,19.0,13885.0,7159742.0,1031310.0
2021-04-23,1274959.0,KA,1046554.0,24356635.0,19.0,14075.0,7334507.0,1112415.0
2021-04-24,1304397.0,KA,1055612.0,24546248.0,19.0,14283.0,7439084.0,1153774.0
2021-04-25,1339201.0,KA,1062594.0,24722862.0,19.0,14426.0,7495249.0,1178345.0
2021-04-26,1368945.0,KA,1073257.0,24889269.0,19.0,14627.0,7632148.0,1260560.0
2021-04-27,1400775.0,KA,1084050.0,25059385.0,19.0,14807.0,7751009.0,1337464.0
2021-04-28,1439822.0,KA,1095883.0,25231382.0,19.0,15036.0,7864810.0,1412734.0
2021-04-29,1474846.0,KA,1110025.0,25407198.0,19.0,15306.0,7940789.0,1459600.0
2021-04-30,1523142.0,KA,1124909.0,25596991.0,20.0,15523.0,8091599.0,1551873.0
2021-05-01,1564132.0,KA,1143250.0,25774973.0,20.0,15794.0,8182326.0,1599857.0
2021-05-02,1601865.0,KA,1164398.0,25933338.0,20.0,16011.0,8204633.0,1612764.0
2021-05-03,1646303.0,KA,1185299.0,26082428.0,20.0,16250.0,8245108.0,1647241.0
2021-05-04,1690934.0,KA,1210013.0,26236135.0,20.0,16538.0,8274897.0,1673434.0
2021-05-05,1741046.0,KA,1236854.0,26391359.0,20.0,16884.0,8347732.0,1763750.0
2021-05-06,1790104.0,KA,1255797.0,26555800.0,20.0,17212.0,8406980.0,1845420.0
2021-05-07,1838885.0,KA,1284420.0,26714702.0,20.0,17804.0,8443913.0,1922619.0
2021-05-08,1886448.0,KA,1319301.0,26871729.0,20.0,18286.0,8469643.0,2018208.0
2021-05-09,1934378.0,KA,1351097.0,27018220.0,20.0,18776.0,8477264.0,2049657.0
2021-05-10,1973683.0,KA,1383285.0,27142330.0,20.0,19372.0,8500925.0,2129813.0
2021-05-11,2013193.0,KA,1405869.0,27258568.0,20.0,19852.0,8550656.0,2241042.0
2021-05-12,2053191.0,KA,1440621.0,27393360.0,20.0,20368.0,8599750.0,2305369.0
2021-05-13,2088488.0,KA,1474678.0,27521028.0,20.0,20712.0,8644671.0,2349633.0
2021-05-14,2130267.0,KA,1510557.0,27648133.0,20.0,21085.0,8659073.0,2406768.0
2021-05-15,2171931.0,KA,1544982.0,27766478.0,21.0,21434.0,8677725.0,2491720.0
2021-05-16,2203462.0,KA,1581457.0,27879697.0,21.0,21837.0,8691217.0,2500492.0
2021-05-17,2242065.0,KA,1616092.0,27976933.0,21.0,22313.0,8759169.0,2521102.0
2021-05-18,2272374.0,KA,1674487.0,28070180.0,21.0,22838.0,8828574.0,2532660.0
2021-05-19,2306655.0,KA,1724438.0,28199718.0,21.0,23306.0,8896780.0,2546400.0
2021-05-20,2335524.0,KA,1776695.0,28320429.0,21.0,23854.0,9227485.0,2571677.0
2021-05-21,2367742.0,KA,1829276.0,28453442.0,21.0,24207.0,9301288.0,2600983.0
2021-05-22,2398925.0,KA,1891042.0,28582203.0,21.0,24658.0,9398118.0,2615897.0
2021-05-23,2424904.0,KA,1926615.0,28707320.0,21.0,25282.0,9468279.0,2620370.0
2021-05-24,2450215.0,KA,1983948.0,28816043.0,21.0,25811.0,9611607.0,2631866.0
2021-05-25,2472973.0,KA,2022172.0,28923718.0,21.0,26399.0,9748053.0,2641136.0
2021-05-26,2499784.0,KA,2062910.0,29061302.0,21.0,26929.0,9938507.0,2651330.0
2021-05-27,2523998.0,KA,2094369.0,29198945.0,21.0,27405.0,10151884.0,2669729.0
2021-05-28,2546821.0,KA,2146621.0,29339728.0,21.0,27806.0,10390751.0,2698966.0
2021-05-29,2567449.0,KA,2189064.0,29475822.0,21.0,28298.0,10621578.0,2720968.0
2021-05-30,2587827.0,KA,2217117.0,29614631.0,21.0,28679.0,10703028.0,2730250.0
2021-05-31,2604431.0,KA,2261590.0,29736960.0,21.0,29090.0,10924013.0,2753565.0
2021-06-01,2618735.0,KA,2290861.0,29853184.0,21.0,29554.0,11125563.0,2772995.0
2021-06-02,2635122.0,KA,2312060.0,29999107.0,21.0,30017.0,11351062.0,2790867.0
2021-06-03,2653446.0,KA,2336096.0,30149275.0,21.0,30531.0,11592270.0,2810673.0
2021-06-04,2669514.0,KA,2358412.0,30299885.0,21.0,30895.0,11889838.0,2835591.0
2021-06-05,2683314.0,KA,2383758.0,30442176.0,21.0,31260.0,12190088.0,2861821.0
2021-06-06,2695523.0,KA,2409417.0,30600450.0,21.0,31580.0,12314441.0,2869463.0
2021-06-07,2707481.0,KA,2436716.0,30732003.0,21.0,31920.0,12587116.0,2891221.0
2021-06-08,2717289.0,KA,2460165.0,30862227.0,21.0,32099.0,12815591.0,2911240.0
2021-06-09,2728248.0,KA,2480411.0,31026189.0,21.0,32291.0,13045252.0,2933353.0
2021-06-10,2739290.0,KA,2496132.0,31193920.0,21.0,32485.0,13275211.0,2953042.0
2021-06-11,2747539.0,KA,2511105.0,31363615.0,21.0,32644.0,13571091.0,2979262.0
2021-06-12,2757324.0,KA,2532719.0,31511642.0,21.0,32788.0,13846875.0,3005323.0
2021-06-13,2765134.0,KA,2551365.0,31641259.0,21.0,32913.0,13943769.0,3011942.0
2021-06-14,2771969.0,KA,2566774.0,31791001.0,21.0,33033.0,14202383.0,3040727.0
2021-06-15,2777010.0,KA,2581559.0,31923601.0,21.0,33148.0,14382774.0,3068222.0
2021-06-16,2784355.0,KA,2599472.0,32092313.0,21.0,33296.0,14554319.0,3098446.0
2021-06-17,2790338.0,KA,2610157.0,32250755.0,21.0,33434.0,14723311.0,3124342.0
2021-06-18,2796121.0,KA,2625447.0,32393253.0,22.0,33602.0,14912838.0,3155782.0
2021-06-19,2801936.0,KA,2637279.0,32565018.0,22.0,33763.0,15180562.0,3211747.0
2021-06-20,2806453.0,KA,2645735.0,32739539.0,22.0,33883.0,15257540.0,3225145.0
2021-06-21,2811320.0,KA,2654139.0,32889270.0,22.0,34025.0,16299541.0,3308324.0
2021-06-22,2815029.0,KA,2662250.0,33018369.0,23.0,34164.0,16692301.0,3345137.0
2021-06-23,2819465.0,KA,2668705.0,33189023.0,23.0,34287.0,17100083.0,3377106.0
2021-06-24,2823444.0,KA,2678473.0,33350310.0,23.0,34425.0,17456601.0,3417534.0
2021-06-25,2826754.0,KA,2684997.0,33508382.0,23.0,34539.0,17865449.0,3476929.0
2021-06-26,2831026.0,KA,2691123.0,33673392.0,23.0,34654.0,18089449.0,3533238.0
2021-06-27,2834630.0,KA,2698822.0,33838028.0,23.0,34743.0,18196699.0,3554331.0
2021-06-28,2837206.0,KA,2704755.0,33971945.0,23.0,34836.0,18564563.0,3639500.0
2021-06-29,2840428.0,KA,2719479.0,34098615.0,23.0,34929.0,18787645.0,3683593.0
2021-06-30,2843810.0,KA,2732242.0,34269727.0,23.0,35040.0,18973266.0,3739413.0
2021-07-01,2847013.0,KA,2746544.0,34425805.0,23.0,35134.0,19125071.0,3787022.0
2021-07-02,2849997.0,KA,2760881.0,34580906.0,23.0,35222.0,19293718.0,3858937.0
2021-07-03,2852079.0,KA,2768632.0,34735561.0,23.0,35308.0,19602490.0,4037786.0
2021-07-04,2853643.0,KA,2773407.0,34888644.0,23.0,35367.0,19704272.0,4086710.0
2021-07-05,2856491.0,KA,2779038.0,35035219.0,23.0,35434.0,19966595.0,4219905.0
2021-07-06,2859595.0,KA,2784030.0,35152131.0,23.0,35526.0,20170366.0,4307475.0
2021-07-07,2862338.0,KA,2787111.0,35318762.0,23.0,35601.0,20355148.0,4384445.0
2021-07-08,2864868.0,KA,2790453.0,35476314.0,23.0,35663.0,20494925.0,4447263.0
2021-07-09,2867158.0,KA,2793498.0,35630054.0,23.0,35731.0,20709400.0,4567725.0
2021-07-10,2869320.0,KA,2796377.0,35775720.0,23.0,35779.0,20854334.0,4664767.0
2021-07-11,2871298.0,KA,2798703.0,35934618.0,23.0,35835.0,20921191.0,4703519.0
2021-07-12,2872684.0,KA,2801907.0,36044017.0,23.0,35896.0,21087588.0,4795478.0
2021-07-13,2874597.0,KA,2804396.0,36168611.0,23.0,35944.0,21365071.0,4846702.0
2021-07-14,2876587.0,KA,2806933.0,36293105.0,23.0,35989.0,21531799.0,4953534.0
2021-07-15,2878564.0,KA,2810121.0,36431379.0,23.0,36037.0,21610036.0,5004572.0
2021-07-16,2880370.0,KA,2812869.0,36584287.0,23.0,36079.0,21741980.0,5109400.0
2021-07-17,2882239.0,KA,2816013.0,36727143.0,23.0,36121.0,21951515.0,5260196.0
2021-07-18,2883947.0,KA,2818476.0,36883707.0,23.0,36157.0,22018866.0,5305571.0
2021-07-19,2885238.0,KA,2821491.0,37019681.0,23.0,36197.0,22188552.0,5408325.0
2021-07-20,2886702.0,KA,2824197.0,37133137.0,23.0,36226.0,22305056.0,5475128.0
2021-07-21,2888341.0,KA,2826411.0,37285851.0,23.0,36262.0,22399673.0,5557994.0
2021-07-22,2889994.0,KA,2828983.0,37426194.0,23.0,36293.0,22570999.0,5677694.0
2021-07-23,2891699.0,KA,2831226.0,37551620.0,23.0,36323.0,22756318.0,5803394.0
2021-07-24,2893556.0,KA,2833276.0,37705035.0,23.0,36352.0,22886272.0,5902621.0
2021-07-25,2894557.0,KA,2834741.0,37852023.0,23.0,36374.0,22942288.0,5944413.0
2021-07-26,2896163.0,KA,2836678.0,37966095.0,23.0,36405.0,23074120.0,6051663.0
2021-07-27,2897664.0,KA,2838717.0,38068589.0,23.0,36437.0,23245158.0,6173347.0
2021-07-28,2899195.0,KA,2840147.0,38216908.0,23.0,36456.0,23352332.0,6244511.0
2021-07-29,2901247.0,KA,2841479.0,38365769.0,24.0,36491.0,23430814.0,6295325.0
2021-07-30,2903137.0,KA,2843110.0,38510966.0,24.0,36525.0,23624164.0,6406425.0
2021-07-31,2905124.0,KA,2844742.0,38649498.0,24.0,36562.0,23996153.0,6535671.0
2021-08-01,2906999.0,KA,2846244.0,38804546.0,24.0,36587.0,24088034.0,6577674.0
2021-08-02,2908284.0,KA,2847627.0,38937576.0,24.0,36612.0,24598271.0,6817379.0
2021-08-03,2909958.0,KA,2849003.0,39058597.0,25.0,36650.0,24794539.0,6901931.0
2021-08-04,2911727.0,KA,2850717.0,39228008.0,25.0,36680.0,24961662.0,6996807.0
2021-08-05,2913512.0,KA,2852368.0,39389670.0,25.0,36705.0,25063401.0,7065860.0
2021-08-06,2915317.0,KA,2854222.0,39552008.0,26.0,36741.0,25190326.0,7159957.0
2021-08-07,2916927.0,KA,2855862.0,39699877.0,26.0,36773.0,25473050.0,7297493.0
2021-08-08,2918525.0,KA,2857776.0,39846323.0,26.0,36793.0,25591995.0,7335688.0
2021-08-09,2919711.0,KA,2859552.0,39978515.0,26.0,36817.0,25860894.0,7437119.0
2021-08-10,2921049.0,KA,2861499.0,40104915.0,26.0,36848.0,26000864.0,7509346.0
2021-08-11,2922875.0,KA,2863117.0,40272152.0,26.0,36881.0,26188737.0,7609863.0
2021-08-12,2924732.0,KA,2865067.0,40433427.0,26.0,36911.0,26266430.0,7663080.0
2021-08-13,2926401.0,KA,2866739.0,40602759.0,26.0,36933.0,26400151.0,7733120.0
2021-08-14,2928033.0,KA,2868351.0,40758748.0,26.0,36958.0,26663230.0,7837574.0
2021-08-15,2929464.0,KA,2869962.0,40911515.0,26.0,36979.0,26771563.0,7875704.0
2021-08-16,2930529.0,KA,2871448.0,41025095.0,26.0,37007.0,27095155.0,8003093.0
2021-08-17,2931827.0,KA,2873281.0,41153364.0,26.0,37039.0,27353315.0,8119278.0
2021-08-18,2933192.0,KA,2874839.0,41332380.0,26.0,37061.0,27569841.0,8220641.0
2021-08-19,2934624.0,KA,2876377.0,41509357.0,26.0,37088.0,27752732.0,8326627.0
2021-08-20,2936077.0,KA,2877785.0,41682357.0,26.0,37105.0,27892769.0,8387393.0
2021-08-21,2937427.0,KA,2879433.0,41839866.0,26.0,37123.0,28187251.0,8572110.0
2021-08-22,2938616.0,KA,2880889.0,41965024.0,26.0,37145.0,28316291.0,8646776.0
2021-08-23,2939767.0,KA,2882331.0,42071388.0,26.0,37155.0,28701547.0,8835665.0
2021-08-24,2941026.0,KA,2884032.0,42262303.0,26.0,37184.0,28941955.0,8978770.0
2021-08-25,2942250.0,KA,2885700.0,42458269.0,26.0,37206.0,29293552.0,9156983.0
2021-08-26,2943463.0,KA,2886906.0,42645456.0,26.0,37231.0,29593337.0,9315953.0
2021-08-27,2944764.0,KA,2888520.0,42832356.0,26.0,37248.0,30368142.0,9660804.0
2021-08-28,2945993.0,KA,2889809.0,43015998.0,26.0,37261.0,30368142.0,9660804.0
